"Date","Price","Open","High","Low","Vol.","Change %"
"03/09/2010","0.44","0.43","0.44","0.43","830.96M","4.76%"
"03/08/2010","0.42","0.43","0.43","0.42","439.35M","-2.33%"
"03/05/2010","0.43","0.41","0.43","0.41","632.90M","2.38%"
"03/04/2010","0.42","0.42","0.42","0.41","557.46M","0.00%"
"03/03/2010","0.42","0.42","0.43","0.41","399.30M","0.00%"
"03/02/2010","0.42","0.42","0.43","0.42","538.68M","0.00%"
"03/01/2010","0.42","0.41","0.42","0.40","555.87M","2.44%"
"02/26/2010","0.41","0.41","0.41","0.40","393.42M","0.00%"
"02/25/2010","0.41","0.40","0.41","0.39","576.97M","0.00%"
"02/24/2010","0.41","0.41","0.42","0.41","445.91M","0.00%"
"02/23/2010","0.41","0.42","0.42","0.40","489.78M","-2.38%"
"02/22/2010","0.42","0.42","0.42","0.41","458.12M","2.44%"
"02/19/2010","0.41","0.41","0.42","0.41","510.62M","-2.38%"
"02/18/2010","0.42","0.42","0.42","0.41","1.52B","-6.67%"
"02/17/2010","0.45","0.45","0.45","0.43","876.56M","2.27%"
"02/16/2010","0.44","0.44","0.44","0.43","457.18M","2.33%"
"02/12/2010","0.43","0.42","0.44","0.42","780.21M","0.00%"
"02/11/2010","0.43","0.42","0.43","0.41","696.00M","4.88%"
"02/10/2010","0.41","0.40","0.41","0.40","535.82M","2.50%"
"02/09/2010","0.40","0.41","0.41","0.40","930.16M","0.00%"
"02/08/2010","0.40","0.40","0.41","0.40","445.16M","-2.44%"
"02/05/2010","0.41","0.40","0.41","0.39","604.85M","2.50%"
"02/04/2010","0.40","0.42","0.42","0.39","783.48M","-4.76%"
"02/03/2010","0.42","0.41","0.42","0.41","562.30M","0.00%"
"02/02/2010","0.42","0.41","0.42","0.41","849.81M","2.44%"
"02/01/2010","0.41","0.39","0.41","0.38","949.83M","7.89%"
"01/29/2010","0.38","0.41","0.41","0.38","774.71M","-5.00%"
"01/28/2010","0.40","0.42","0.42","0.40","687.82M","-4.76%"
"01/27/2010","0.42","0.41","0.42","0.40","812.53M","2.44%"
"01/26/2010","0.41","0.42","0.42","0.41","714.69M","-2.38%"
"01/25/2010","0.42","0.42","0.43","0.42","643.67M","2.44%"
"01/22/2010","0.41","0.42","0.43","0.41","1.07B","-4.65%"
"01/21/2010","0.43","0.43","0.44","0.42","608.63M","0.00%"
"01/20/2010","0.43","0.43","0.44","0.42","719.74M","-2.27%"
"01/19/2010","0.44","0.42","0.44","0.42","545.33M","2.33%"
"01/15/2010","0.43","0.44","0.44","0.42","818.25M","-2.27%"
"01/14/2010","0.44","0.44","0.45","0.43","608.80M","-2.22%"
"01/13/2010","0.45","0.44","0.45","0.43","508.95M","2.27%"
"01/12/2010","0.44","0.45","0.45","0.43","627.49M","-4.35%"
"01/11/2010","0.46","0.47","0.47","0.45","556.66M","0.00%"
"01/08/2010","0.46","0.46","0.47","0.46","478.18M","0.00%"
"01/07/2010","0.46","0.47","0.47","0.46","547.79M","-2.13%"
"01/06/2010","0.47","0.47","0.47","0.46","649.17M","0.00%"
"01/05/2010","0.47","0.46","0.47","0.46","728.70M","2.17%"
"01/04/2010","0.46","0.46","0.47","0.45","800.35M","-2.13%"
"12/31/2009","0.47","0.47","0.47","0.47","700.40M","0.00%"
"12/30/2009","0.47","0.45","0.47","0.45","704.10M","4.44%"
"12/29/2009","0.45","0.44","0.45","0.44","475.88M","0.00%"
"12/28/2009","0.45","0.45","0.46","0.44","465.76M","0.00%"
"12/24/2009","0.45","0.45","0.46","0.45","136.81M","0.00%"
"12/23/2009","0.45","0.45","0.45","0.45","442.30M","0.00%"
"12/22/2009","0.45","0.44","0.45","0.43","793.18M","2.27%"
"12/21/2009","0.44","0.42","0.44","0.42","427.82M","4.76%"
"12/18/2009","0.42","0.42","0.43","0.42","813.07M","0.00%"
"12/17/2009","0.42","0.42","0.44","0.41","1.02B","0.00%"
"12/16/2009","0.42","0.41","0.43","0.40","1.68B","7.69%"
"12/15/2009","0.39","0.39","0.40","0.39","446.15M","0.00%"
"12/14/2009","0.39","0.39","0.39","0.38","405.56M","2.63%"
"12/11/2009","0.38","0.39","0.39","0.38","416.89M","-2.56%"
"12/10/2009","0.39","0.40","0.40","0.38","417.04M","0.00%"
"12/09/2009","0.39","0.39","0.40","0.38","671.71M","2.63%"
"12/08/2009","0.38","0.40","0.40","0.38","1.08B","-5.00%"
"12/07/2009","0.40","0.40","0.41","0.38","2.73B","11.11%"
"12/04/2009","0.36","0.35","0.36","0.35","824.57M","2.86%"
"12/03/2009","0.35","0.35","0.35","0.35","660.03M","2.94%"
"12/02/2009","0.34","0.33","0.34","0.33","602.34M","3.03%"
"12/01/2009","0.33","0.33","0.34","0.33","461.96M","0.00%"
"11/30/2009","0.33","0.32","0.33","0.32","509.84M","3.13%"
"11/27/2009","0.32","0.32","0.32","0.31","279.93M","-3.03%"
"11/25/2009","0.33","0.33","0.33","0.32","441.95M","3.13%"
"11/24/2009","0.32","0.32","0.33","0.32","418.66M","-3.03%"
"11/23/2009","0.33","0.33","0.33","0.32","390.98M","3.13%"
"11/20/2009","0.32","0.32","0.32","0.32","426.92M","0.00%"
"11/19/2009","0.32","0.33","0.33","0.32","833.94M","-5.88%"
"11/18/2009","0.34","0.34","0.34","0.33","455.66M","0.00%"
"11/17/2009","0.34","0.34","0.34","0.34","350.14M","0.00%"
"11/16/2009","0.34","0.34","0.35","0.34","402.83M","0.00%"
"11/13/2009","0.34","0.34","0.34","0.33","388.52M","0.00%"
"11/12/2009","0.34","0.34","0.35","0.34","505.86M","0.00%"
"11/11/2009","0.34","0.33","0.35","0.33","871.62M","3.03%"
"11/10/2009","0.33","0.34","0.34","0.32","781.66M","-2.94%"
"11/09/2009","0.34","0.33","0.34","0.33","818.30M","3.03%"
"11/06/2009","0.33","0.33","0.34","0.32","1.64B","6.45%"
"11/05/2009","0.31","0.30","0.31","0.30","955.15M","3.33%"
"11/04/2009","0.30","0.30","0.31","0.30","917.18M","0.00%"
"11/03/2009","0.30","0.29","0.30","0.29","876.54M","0.00%"
"11/02/2009","0.30","0.30","0.31","0.29","593.14M","0.00%"
"10/30/2009","0.30","0.31","0.31","0.30","604.14M","-3.23%"
"10/29/2009","0.31","0.31","0.32","0.30","636.83M","3.33%"
"10/28/2009","0.30","0.31","0.31","0.30","773.73M","-3.23%"
"10/27/2009","0.31","0.32","0.33","0.31","591.84M","-3.12%"
"10/26/2009","0.32","0.33","0.34","0.32","481.69M","-3.03%"
"10/23/2009","0.33","0.34","0.34","0.33","429.57M","-2.94%"
"10/22/2009","0.34","0.33","0.34","0.33","379.39M","3.03%"
"10/21/2009","0.33","0.34","0.35","0.33","504.01M","-2.94%"
"10/20/2009","0.34","0.35","0.35","0.34","660.18M","0.00%"
"10/19/2009","0.34","0.33","0.35","0.33","695.63M","3.03%"
"10/16/2009","0.33","0.33","0.34","0.32","1.02B","-2.94%"
"10/15/2009","0.34","0.35","0.35","0.34","1.09B","-2.86%"
"10/14/2009","0.35","0.36","0.36","0.35","1.10B","0.00%"
"10/13/2009","0.35","0.35","0.36","0.35","602.12M","0.00%"
"10/12/2009","0.35","0.35","0.36","0.35","499.14M","0.00%"
"10/09/2009","0.35","0.35","0.35","0.35","618.60M","0.00%"
"10/08/2009","0.35","0.35","0.35","0.34","1.24B","0.00%"
"10/07/2009","0.35","0.35","0.35","0.34","459.61M","0.00%"
"10/06/2009","0.35","0.35","0.36","0.35","761.36M","2.94%"
"10/05/2009","0.34","0.35","0.35","0.34","754.28M","-2.86%"
"10/02/2009","0.35","0.35","0.35","0.34","612.48M","0.00%"
"10/01/2009","0.35","0.37","0.37","0.35","999.96M","-7.89%"
"09/30/2009","0.38","0.37","0.38","0.36","875.95M","5.56%"
"09/29/2009","0.36","0.37","0.38","0.36","471.00M","-2.70%"
"09/28/2009","0.37","0.36","0.38","0.36","467.89M","2.78%"
"09/25/2009","0.36","0.37","0.37","0.36","377.58M","-2.70%"
"09/24/2009","0.37","0.38","0.38","0.37","552.93M","0.00%"
"09/23/2009","0.37","0.38","0.39","0.37","479.07M","-2.63%"
"09/22/2009","0.38","0.38","0.38","0.38","361.42M","0.00%"
"09/21/2009","0.38","0.38","0.39","0.37","588.81M","0.00%"
"09/18/2009","0.38","0.38","0.39","0.38","604.74M","0.00%"
"09/17/2009","0.38","0.40","0.40","0.37","923.13M","-5.00%"
"09/16/2009","0.40","0.41","0.41","0.39","707.06M","-2.44%"
"09/15/2009","0.41","0.41","0.41","0.40","546.13M","2.50%"
"09/14/2009","0.40","0.40","0.41","0.40","490.54M","-2.44%"
"09/11/2009","0.41","0.41","0.41","0.41","712.82M","0.00%"
"09/10/2009","0.41","0.40","0.41","0.40","608.00M","2.50%"
"09/09/2009","0.40","0.39","0.40","0.38","571.70M","2.56%"
"09/08/2009","0.39","0.38","0.39","0.38","549.73M","2.63%"
"09/04/2009","0.38","0.36","0.38","0.36","513.08M","5.56%"
"09/03/2009","0.36","0.36","0.36","0.35","534.02M","0.00%"
"09/02/2009","0.36","0.35","0.36","0.35","404.70M","2.86%"
"09/01/2009","0.35","0.36","0.37","0.35","736.94M","-2.78%"
"08/31/2009","0.36","0.36","0.37","0.36","431.79M","-2.70%"
"08/28/2009","0.37","0.36","0.38","0.36","883.99M","5.71%"
"08/27/2009","0.35","0.35","0.35","0.34","551.15M","0.00%"
"08/26/2009","0.35","0.34","0.35","0.34","434.32M","2.94%"
"08/25/2009","0.34","0.34","0.34","0.33","444.11M","0.00%"
"08/24/2009","0.34","0.35","0.35","0.34","461.48M","-2.86%"
"08/21/2009","0.35","0.35","0.35","0.34","607.43M","2.94%"
"08/20/2009","0.34","0.33","0.34","0.33","819.99M","3.03%"
"08/19/2009","0.33","0.33","0.33","0.33","553.03M","0.00%"
"08/18/2009","0.33","0.32","0.34","0.32","636.20M","3.13%"
"08/17/2009","0.32","0.33","0.33","0.32","465.04M","-5.88%"
"08/14/2009","0.34","0.35","0.35","0.33","427.16M","-2.86%"
"08/13/2009","0.35","0.34","0.35","0.33","564.09M","2.94%"
"08/12/2009","0.34","0.32","0.34","0.32","634.95M","6.25%"
"08/11/2009","0.32","0.33","0.33","0.32","482.14M","-3.03%"
"08/10/2009","0.33","0.35","0.35","0.33","693.39M","-2.94%"
"08/07/2009","0.34","0.35","0.36","0.34","1.40B","3.03%"
"08/06/2009","0.33","0.34","0.34","0.33","957.59M","-2.94%"
"08/05/2009","0.34","0.33","0.34","0.33","610.81M","3.03%"
"08/04/2009","0.33","0.33","0.34","0.33","695.41M","0.00%"
"08/03/2009","0.33","0.33","0.34","0.32","472.20M","3.13%"
"07/31/2009","0.32","0.32","0.33","0.31","541.59M","0.00%"
"07/30/2009","0.32","0.33","0.33","0.32","468.57M","0.00%"
"07/29/2009","0.32","0.32","0.32","0.32","374.00M","-3.03%"
"07/28/2009","0.33","0.32","0.33","0.32","563.36M","0.00%"
"07/27/2009","0.33","0.32","0.33","0.32","677.48M","3.13%"
"07/24/2009","0.32","0.32","0.33","0.31","650.65M","-3.03%"
"07/23/2009","0.33","0.31","0.33","0.30","1.05B","6.45%"
"07/22/2009","0.31","0.29","0.31","0.29","600.90M","3.33%"
"07/21/2009","0.30","0.30","0.31","0.29","941.45M","-3.23%"
"07/20/2009","0.31","0.30","0.31","0.30","782.76M","3.33%"
"07/17/2009","0.30","0.29","0.30","0.29","850.39M","3.45%"
"07/16/2009","0.29","0.28","0.29","0.28","952.19M","3.57%"
"07/15/2009","0.28","0.28","0.28","0.28","1.02B","3.70%"
"07/14/2009","0.27","0.26","0.27","0.26","452.94M","3.85%"
"07/13/2009","0.26","0.26","0.26","0.25","556.01M","0.00%"
"07/10/2009","0.26","0.26","0.26","0.25","520.01M","0.00%"
"07/09/2009","0.26","0.26","0.26","0.26","714.57M","4.00%"
"07/08/2009","0.25","0.25","0.25","0.24","1.21B","0.00%"
"07/07/2009","0.25","0.26","0.27","0.25","1.07B","-3.85%"
"07/06/2009","0.26","0.27","0.27","0.26","752.50M","-3.70%"
"07/02/2009","0.27","0.27","0.28","0.27","552.37M","-3.57%"
"07/01/2009","0.28","0.28","0.29","0.28","696.42M","0.00%"
"06/30/2009","0.28","0.29","0.29","0.28","589.96M","-3.45%"
"06/29/2009","0.29","0.29","0.29","0.29","510.06M","0.00%"
"06/26/2009","0.29","0.28","0.29","0.28","513.97M","0.00%"
"06/25/2009","0.29","0.27","0.29","0.27","870.77M","7.41%"
"06/24/2009","0.27","0.27","0.28","0.27","515.09M","3.85%"
"06/23/2009","0.26","0.27","0.27","0.25","589.78M","0.00%"
"06/22/2009","0.26","0.28","0.28","0.26","574.86M","-7.14%"
"06/19/2009","0.28","0.28","0.29","0.28","747.56M","0.00%"
"06/18/2009","0.28","0.28","0.29","0.27","566.54M","0.00%"
"06/17/2009","0.28","0.28","0.28","0.27","799.01M","0.00%"
"06/16/2009","0.28","0.28","0.29","0.27","594.92M","0.00%"
"06/15/2009","0.28","0.28","0.29","0.28","445.25M","-3.45%"
"06/12/2009","0.29","0.28","0.29","0.28","595.00M","0.00%"
"06/11/2009","0.29","0.29","0.30","0.29","835.17M","0.00%"
"06/10/2009","0.29","0.29","0.29","0.28","833.43M","3.57%"
"06/09/2009","0.28","0.27","0.29","0.27","725.13M","3.70%"
"06/08/2009","0.27","0.27","0.27","0.26","474.14M","0.00%"
"06/05/2009","0.27","0.28","0.28","0.27","560.07M","0.00%"
"06/04/2009","0.27","0.26","0.27","0.26","673.26M","3.85%"
"06/03/2009","0.26","0.27","0.27","0.26","735.68M","-3.70%"
"06/02/2009","0.27","0.27","0.28","0.27","907.98M","0.00%"
"06/01/2009","0.27","0.26","0.28","0.26","1.02B","3.85%"
"05/29/2009","0.26","0.26","0.26","0.25","834.41M","0.00%"
"05/28/2009","0.26","0.26","0.27","0.25","995.30M","0.00%"
"05/27/2009","0.26","0.26","0.27","0.26","814.22M","0.00%"
"05/26/2009","0.26","0.24","0.26","0.24","865.54M","4.00%"
"05/22/2009","0.25","0.24","0.25","0.24","718.27M","4.17%"
"05/21/2009","0.24","0.24","0.24","0.23","965.71M","0.00%"
"05/20/2009","0.24","0.24","0.26","0.24","1.31B","0.00%"
"05/19/2009","0.24","0.23","0.24","0.23","860.06M","4.35%"
"05/18/2009","0.23","0.22","0.23","0.22","938.60M","4.55%"
"05/15/2009","0.22","0.21","0.23","0.21","780.31M","4.76%"
"05/14/2009","0.21","0.21","0.22","0.21","1.02B","0.00%"
"05/13/2009","0.21","0.22","0.22","0.21","1.31B","-4.55%"
"05/12/2009","0.22","0.24","0.24","0.22","1.20B","-8.33%"
"05/11/2009","0.24","0.23","0.24","0.23","1.04B","4.35%"
"05/08/2009","0.23","0.26","0.26","0.23","2.93B","-14.81%"
"05/07/2009","0.27","0.30","0.30","0.26","1.29B","-6.90%"
"05/06/2009","0.29","0.30","0.30","0.28","935.09M","0.00%"
"05/05/2009","0.29","0.30","0.30","0.29","837.21M","-6.45%"
"05/04/2009","0.31","0.30","0.31","0.29","927.79M","6.90%"
"05/01/2009","0.29","0.29","0.30","0.29","840.65M","0.00%"
"04/30/2009","0.29","0.28","0.29","0.28","1.11B","7.41%"
"04/29/2009","0.27","0.28","0.28","0.27","859.90M","-3.57%"
"04/28/2009","0.28","0.27","0.28","0.27","634.50M","0.00%"
"04/27/2009","0.28","0.28","0.29","0.27","787.10M","-3.45%"
"04/24/2009","0.29","0.28","0.29","0.28","759.52M","3.57%"
"04/23/2009","0.28","0.29","0.29","0.27","754.16M","0.00%"
"04/22/2009","0.28","0.27","0.30","0.27","916.43M","0.00%"
"04/21/2009","0.28","0.27","0.29","0.27","932.19M","0.00%"
"04/20/2009","0.28","0.28","0.29","0.27","590.66M","-3.45%"
"04/17/2009","0.29","0.29","0.30","0.28","695.79M","0.00%"
"04/16/2009","0.29","0.29","0.30","0.28","1.04B","3.57%"
"04/15/2009","0.28","0.28","0.29","0.27","1.05B","-3.45%"
"04/14/2009","0.29","0.29","0.30","0.29","712.35M","0.00%"
"04/13/2009","0.29","0.30","0.30","0.28","767.75M","-3.33%"
"04/09/2009","0.30","0.29","0.30","0.29","904.42M","3.45%"
"04/08/2009","0.29","0.28","0.29","0.27","731.86M","7.41%"
"04/07/2009","0.27","0.28","0.28","0.27","607.99M","-3.57%"
"04/06/2009","0.28","0.28","0.29","0.27","887.49M","0.00%"
"04/03/2009","0.28","0.26","0.28","0.26","1.00B","7.69%"
"04/02/2009","0.26","0.26","0.27","0.26","1.00B","4.00%"
"04/01/2009","0.25","0.24","0.26","0.23","888.10M","0.00%"
"03/31/2009","0.25","0.25","0.25","0.24","805.29M","4.17%"
"03/30/2009","0.24","0.25","0.25","0.24","780.21M","-7.69%"
"03/27/2009","0.26","0.26","0.27","0.26","731.90M","0.00%"
"03/26/2009","0.26","0.25","0.26","0.25","1.33B","4.00%"
"03/25/2009","0.25","0.25","0.26","0.24","1.24B","4.17%"
"03/24/2009","0.24","0.25","0.25","0.24","1.11B","-7.69%"
"03/23/2009","0.26","0.25","0.26","0.24","816.19M","8.33%"
"03/20/2009","0.24","0.26","0.26","0.23","1.09B","-4.00%"
"03/19/2009","0.25","0.26","0.26","0.25","822.65M","-3.85%"
"03/18/2009","0.26","0.24","0.26","0.24","1.36B","4.00%"
"03/17/2009","0.25","0.24","0.25","0.23","1.01B","4.17%"
"03/16/2009","0.24","0.25","0.25","0.23","699.41M","0.00%"
"03/13/2009","0.24","0.24","0.25","0.24","1.20B","-4.00%"
"03/12/2009","0.25","0.23","0.25","0.23","1.60B","8.70%"
"03/11/2009","0.23","0.23","0.30","0.22","865.21M","0.00%"
"03/10/2009","0.23","0.21","0.23","0.21","1.25B","9.52%"
"03/09/2009","0.21","0.21","0.22","0.21","682.77M","0.00%"
"03/06/2009","0.21","0.21","0.22","0.20","974.80M","0.00%"
"03/05/2009","0.21","0.21","0.22","0.21","955.25M","0.00%"
"03/04/2009","0.21","0.20","0.22","0.20","1.11B","5.00%"
"03/03/2009","0.20","0.19","0.20","0.19","1.04B","5.26%"
"03/02/2009","0.19","0.20","0.21","0.19","700.06M","-9.52%"
"02/27/2009","0.21","0.20","0.21","0.20","755.46M","0.00%"
"02/26/2009","0.21","0.21","0.21","0.20","1.12B","5.00%"
"02/25/2009","0.20","0.20","0.21","0.19","702.37M","0.00%"
"02/24/2009","0.20","0.18","0.20","0.18","659.52M","11.11%"
"02/23/2009","0.18","0.19","0.19","0.18","679.59M","-5.26%"
"02/20/2009","0.19","0.18","0.19","0.18","770.05M","0.00%"
"02/19/2009","0.19","0.20","0.21","0.19","744.07M","-5.00%"
"02/18/2009","0.20","0.20","0.21","0.20","646.29M","0.00%"
"02/17/2009","0.20","0.20","0.20","0.20","779.77M","-4.76%"
"02/13/2009","0.21","0.20","0.21","0.20","764.31M","0.00%"
"02/12/2009","0.21","0.20","0.21","0.20","1.02B","5.00%"
"02/11/2009","0.20","0.21","0.22","0.20","1.98B","-13.04%"
"02/10/2009","0.23","0.24","0.25","0.23","1.13B","-4.17%"
"02/09/2009","0.24","0.25","0.25","0.24","716.17M","-4.00%"
"02/06/2009","0.25","0.23","0.25","0.23","1.16B","8.70%"
"02/05/2009","0.23","0.21","0.24","0.21","919.45M","4.55%"
"02/04/2009","0.22","0.21","0.23","0.21","779.44M","4.76%"
"02/03/2009","0.21","0.21","0.21","0.20","396.95M","0.00%"
"02/02/2009","0.21","0.20","0.21","0.19","578.04M","5.00%"
"01/30/2009","0.20","0.21","0.21","0.20","506.76M","-4.76%"
"01/29/2009","0.21","0.21","0.21","0.21","413.16M","-4.55%"
"01/28/2009","0.22","0.22","0.22","0.21","723.79M","4.76%"
"01/27/2009","0.21","0.20","0.21","0.20","725.36M","5.00%"
"01/26/2009","0.20","0.19","0.21","0.19","581.81M","5.26%"
"01/23/2009","0.19","0.18","0.20","0.18","633.61M","0.00%"
"01/22/2009","0.19","0.18","0.19","0.18","547.73M","0.00%"
"01/21/2009","0.19","0.18","0.19","0.18","648.73M","5.56%"
"01/20/2009","0.18","0.20","0.20","0.18","705.98M","-10.00%"
"01/16/2009","0.20","0.19","0.20","0.19","831.32M","5.26%"
"01/15/2009","0.19","0.18","0.19","0.18","998.26M","5.56%"
"01/14/2009","0.18","0.18","0.19","0.18","974.98M","-5.26%"
"01/13/2009","0.19","0.18","0.20","0.18","1.82B","0.00%"
"01/12/2009","0.19","0.20","0.20","0.19","645.58M","-5.00%"
"01/09/2009","0.20","0.21","0.21","0.20","761.40M","-4.76%"
"01/08/2009","0.21","0.21","0.21","0.20","1.01B","-4.55%"
"01/07/2009","0.22","0.22","0.22","0.21","870.14M","-4.35%"
"01/06/2009","0.23","0.23","0.24","0.22","658.51M","4.55%"
"01/05/2009","0.22","0.22","0.23","0.21","706.02M","0.00%"
"01/02/2009","0.22","0.20","0.22","0.20","497.25M","10.00%"
"12/31/2008","0.20","0.20","0.21","0.19","441.62M","0.00%"
"12/30/2008","0.20","0.20","0.20","0.19","409.90M","5.26%"
"12/29/2008","0.19","0.19","0.19","0.18","460.22M","0.00%"
"12/26/2008","0.19","0.19","0.20","0.18","226.15M","0.00%"
"12/24/2008","0.19","0.19","0.20","0.19","146.77M","-5.00%"
"12/23/2008","0.20","0.20","0.21","0.19","377.63M","0.00%"
"12/22/2008","0.20","0.22","0.22","0.19","522.46M","-4.76%"
"12/19/2008","0.21","0.21","0.22","0.21","620.30M","0.00%"
"12/18/2008","0.21","0.23","0.23","0.21","550.92M","-8.70%"
"12/17/2008","0.23","0.22","0.24","0.21","674.58M","4.55%"
"12/16/2008","0.22","0.21","0.22","0.21","521.99M","4.76%"
"12/15/2008","0.21","0.22","0.22","0.20","477.17M","0.00%"
"12/12/2008","0.21","0.20","0.22","0.19","679.28M","5.00%"
"12/11/2008","0.20","0.21","0.22","0.20","582.93M","-4.76%"
"12/10/2008","0.21","0.20","0.22","0.20","961.17M","5.00%"
"12/09/2008","0.20","0.18","0.20","0.17","829.79M","11.11%"
"12/08/2008","0.18","0.19","0.19","0.17","708.31M","0.00%"
"12/05/2008","0.18","0.17","0.18","0.17","438.50M","0.00%"
"12/04/2008","0.18","0.19","0.20","0.17","466.32M","-5.26%"
"12/03/2008","0.19","0.17","0.19","0.17","584.65M","5.56%"
"12/02/2008","0.18","0.17","0.18","0.17","479.99M","5.88%"
"12/01/2008","0.17","0.18","0.18","0.17","547.11M","-10.53%"
"11/28/2008","0.19","0.19","0.19","0.18","175.89M","0.00%"
"11/26/2008","0.19","0.17","0.19","0.17","600.79M","11.76%"
"11/25/2008","0.17","0.18","0.18","0.17","528.41M","0.00%"
"11/24/2008","0.17","0.17","0.17","0.16","600.33M","6.25%"
"11/21/2008","0.16","0.15","0.16","0.14","599.36M","6.67%"
"11/20/2008","0.15","0.15","0.16","0.15","847.14M","-6.25%"
"11/19/2008","0.16","0.17","0.17","0.15","500.28M","-5.88%"
"11/18/2008","0.17","0.18","0.18","0.16","564.95M","-5.56%"
"11/17/2008","0.18","0.18","0.18","0.17","388.22M","0.00%"
"11/14/2008","0.18","0.19","0.19","0.18","741.13M","-10.00%"
"11/13/2008","0.20","0.17","0.20","0.17","797.31M","11.11%"
"11/12/2008","0.18","0.19","0.19","0.18","646.09M","-10.00%"
"11/11/2008","0.20","0.20","0.20","0.19","576.57M","0.00%"
"11/10/2008","0.20","0.23","0.23","0.20","577.86M","-9.09%"
"11/07/2008","0.22","0.22","0.23","0.20","1.13B","15.79%"
"11/06/2008","0.19","0.20","0.21","0.19","800.24M","-9.52%"
"11/05/2008","0.21","0.22","0.22","0.21","788.10M","-4.55%"
"11/04/2008","0.22","0.22","0.22","0.21","619.58M","4.76%"
"11/03/2008","0.21","0.22","0.23","0.21","724.04M","-4.55%"
"10/31/2008","0.22","0.21","0.22","0.21","608.85M","0.00%"
"10/30/2008","0.22","0.22","0.22","0.20","657.37M","4.76%"
"10/29/2008","0.21","0.20","0.22","0.20","977.53M","5.00%"
"10/28/2008","0.20","0.18","0.20","0.18","850.04M","17.65%"
"10/27/2008","0.17","0.16","0.18","0.16","699.02M","0.00%"
"10/24/2008","0.17","0.15","0.17","0.15","798.35M","6.25%"
"10/23/2008","0.16","0.17","0.18","0.16","832.23M","-5.88%"
"10/22/2008","0.17","0.18","0.18","0.17","601.36M","-5.56%"
"10/21/2008","0.18","0.19","0.19","0.18","659.12M","-10.00%"
"10/20/2008","0.20","0.20","0.20","0.19","595.81M","5.26%"
"10/17/2008","0.19","0.19","0.20","0.18","839.44M","0.00%"
"10/16/2008","0.19","0.18","0.19","0.17","1.02B","5.56%"
"10/15/2008","0.18","0.20","0.20","0.18","854.34M","-10.00%"
"10/14/2008","0.20","0.21","0.21","0.19","1.21B","0.00%"
"10/13/2008","0.20","0.18","0.20","0.18","916.88M","17.65%"
"10/10/2008","0.17","0.16","0.18","0.16","1.20B","0.00%"
"10/09/2008","0.17","0.19","0.19","0.17","909.90M","-5.56%"
"10/08/2008","0.18","0.17","0.20","0.17","1.22B","0.00%"
"10/07/2008","0.18","0.20","0.20","0.18","1.06B","-10.00%"
"10/06/2008","0.20","0.21","0.22","0.18","1.68B","-13.04%"
"10/03/2008","0.23","0.24","0.24","0.22","941.26M","0.00%"
"10/02/2008","0.23","0.26","0.26","0.23","787.95M","-11.54%"
"10/01/2008","0.26","0.26","0.27","0.26","557.27M","-3.70%"
"09/30/2008","0.27","0.26","0.27","0.25","659.34M","8.00%"
"09/29/2008","0.25","0.28","0.29","0.25","975.28M","-13.79%"
"09/26/2008","0.29","0.28","0.29","0.27","646.85M","0.00%"
"09/25/2008","0.29","0.28","0.29","0.28","588.35M","3.57%"
"09/24/2008","0.28","0.27","0.29","0.27","866.07M","3.70%"
"09/23/2008","0.27","0.28","0.29","0.27","822.27M","-3.57%"
"09/22/2008","0.28","0.28","0.29","0.28","700.11M","-3.45%"
"09/19/2008","0.29","0.29","0.29","0.27","1.12B","7.41%"
"09/18/2008","0.27","0.25","0.29","0.25","1.61B","8.00%"
"09/17/2008","0.25","0.23","0.26","0.23","1.39B","4.17%"
"09/16/2008","0.24","0.22","0.24","0.22","1.24B","4.35%"
"09/15/2008","0.23","0.25","0.25","0.23","864.04M","-8.00%"
"09/12/2008","0.25","0.26","0.26","0.24","1.21B","-3.85%"
"09/11/2008","0.26","0.26","0.26","0.25","1.07B","-3.70%"
"09/10/2008","0.27","0.27","0.28","0.27","644.37M","0.00%"
"09/09/2008","0.27","0.28","0.30","0.27","1.10B","-3.57%"
"09/08/2008","0.28","0.29","0.29","0.28","1.31B","-3.45%"
"09/05/2008","0.29","0.28","0.29","0.28","791.28M","0.00%"
"09/04/2008","0.29","0.29","0.29","0.29","716.17M","0.00%"
"09/03/2008","0.29","0.30","0.30","0.29","715.17M","-6.45%"
"09/02/2008","0.31","0.32","0.32","0.30","693.98M","-3.12%"
"08/29/2008","0.32","0.32","0.32","0.32","516.01M","-3.03%"
"08/28/2008","0.33","0.33","0.33","0.33","365.19M","0.00%"
"08/27/2008","0.33","0.32","0.33","0.32","454.62M","0.00%"
"08/26/2008","0.33","0.34","0.34","0.32","613.16M","-2.94%"
"08/25/2008","0.34","0.34","0.35","0.33","471.64M","0.00%"
"08/22/2008","0.34","0.34","0.35","0.33","459.39M","0.00%"
"08/21/2008","0.34","0.35","0.35","0.33","1.02B","-2.86%"
"08/20/2008","0.35","0.34","0.35","0.34","1.14B","2.94%"
"08/19/2008","0.34","0.32","0.34","0.32","1.01B","3.03%"
"08/18/2008","0.33","0.33","0.33","0.32","894.31M","3.13%"
"08/15/2008","0.32","0.33","0.33","0.32","777.84M","-3.03%"
"08/14/2008","0.33","0.30","0.34","0.30","1.64B","6.45%"
"08/13/2008","0.31","0.30","0.31","0.29","2.10B","10.71%"
